tenure_months,age,monthly_charges,total_charges,num_support_calls,avg_gb_download,household_size,num_addon_services,late_payments_12m,contract_type,payment_method,has_online_security,has_tech_support,has_paperless_billing,churned
55,74,88.88,4526.38,3,4.5,2,1,1,1,1,0,0,0,0
43,51,24.42,994.28,1,47.4,1,0,2,0,0,0,1,1,1
29,62,99.96,2822.09,3,36.2,1,6,1,0,1,0,0,1,1
30,20,30.93,953.41,0,14.5,4,2,1,0,3,1,0,1,0
62,38,99.59,6020.15,1,26.1,6,6,1,2,3,1,0,1,0
23,23,47.21,1081.97,0,55.2,6,5,0,0,2,0,0,0,0
2,23,48.67,96.82,2,58.0,2,0,0,0,3,1,1,0,1
47,64,48.28,2084.7,3,8.2,2,4,1,0,0,0,1,0,0
54,45,47.78,2533.41,1,8.4,6,1,2,0,2,1,0,0,1
4,38,59.99,249.66,2,53.9,2,2,1,2,2,1,1,1,0
62,49,26.83,1691.11,0,51.4,5,4,1,0,1,1,0,1,0
52,47,45.06,2358.19,3,28.8,4,4,0,2,1,1,1,0,0
1,46,55.99,53.37,1,25.7,4,1,0,0,1,1,0,0,1
59,29,104.99,5608.29,3,34.2,4,5,1,1,0,1,0,1,0
71,46,66.72,4881.99,2,21.0,4,2,0,0,3,1,1,0,0
21,51,106.32,2282.54,2,37.4,1,4,0,0,0,0,1,1,1
65,67,53.07,3382.82,1,42.6,2,5,2,0,2,1,1,1,0
14,47,100.13,1396.52,2,45.6,4,4,2,2,2,1,1,0,1
56,66,63.59,3562.25,2,14.7,5,4,2,1,0,0,1,0,0
34,27,72.37,2238.73,4,25.1,4,2,3,0,0,1,1,0,1
57,23,70.66,4019.62,4,55.9,6,6,0,1,0,0,0,0,0
17,38,35.48,585.31,2,38.9,5,0,0,1,0,1,0,1,0
60,71,98.39,5648.31,3,14.8,6,5,1,0,1,1,1,1,0
60,43,52.93,3130.18,0,28.6,6,3,1,0,0,0,1,0,0
6,67,75.01,417.11,5,8.5,3,6,0,1,2,0,1,1,1
64,38,53.45,3344.92,2,52.4,6,0,0,0,2,0,0,0,0
30,47,66.46,1922.5,4,15.1,4,6,1,1,0,1,0,1,1
29,75,59.15,1711.31,1,10.0,4,3,1,2,2,0,1,1,0
61,47,54.15,3441.16,3,17.4,4,0,0,0,1,1,0,1,0
40,37,71.47,2694.33,3,29.6,1,4,2,0,0,0,0,0,0
61,61,61.13,3806.12,1,18.9,6,4,1,2,1,0,0,0,0
70,31,79.26,5229.35,2,135.2,3,1,3,0,1,0,1,0,0
60,80,102.29,6012.58,0,23.9,1,1,0,2,0,1,1,1,0
35,60,60.9,1935.5,3,92.2,3,1,0,1,1,0,0,1,0
45,22,80.04,3633.67,0,56.4,5,3,1,2,0,1,0,0,1
23,69,89.71,2048.2,0,93.3,6,0,3,0,1,0,0,0,0
66,76,100.94,6661.85,3,58.8,5,3,0,0,1,0,0,0,0
64,40,38.36,2477.81,1,46.4,6,2,1,2,0,0,0,1,0
58,33,68.78,4014.97,2,42.4,5,3,0,0,3,1,1,1,0
46,26,66.73,3121.17,3,5.8,4,4,3,2,0,0,0,0,0
4,71,41.35,150.59,2,75.0,6,6,1,1,2,1,0,1,0
6,21,41.19,250.24,0,16.6,4,6,0,2,3,0,0,1,1
10,41,47.34,443.86,1,62.4,4,5,1,0,3,0,0,0,0
39,42,84.11,3151.45,3,27.0,6,6,0,0,0,0,0,1,0
33,78,27.5,926.74,5,69.7,3,6,3,0,1,1,0,0,0
57,39,59.42,3189.99,2,22.1,1,0,1,0,2,0,1,1,1
66,39,31.02,1924.06,3,23.5,1,5,2,0,3,0,0,0,0
35,34,36.54,1295.35,2,77.0,1,1,2,0,2,1,1,0,1
71,55,86.42,5934.75,1,42.2,5,2,0,1,3,1,1,1,0
43,65,98.63,4180.5,1,19.0,3,4,1,1,2,1,1,0,1
50,42,48.75,2210.43,3,24.5,2,0,1,0,3,1,1,0,0
53,68,50.99,2733.02,3,41.7,5,3,0,1,3,0,0,0,0
39,29,51.29,1873.2,3,97.6,6,2,2,0,0,1,0,1,1
34,67,94.96,3246.37,2,52.6,1,3,0,0,0,0,0,0,1
16,39,89.61,1441.67,5,44.8,1,2,0,0,1,1,1,1,1
35,34,59.48,1913.76,0,41.4,6,5,0,2,3,1,1,0,0
19,54,70.86,1369.38,1,64.0,5,2,0,0,0,1,1,0,0
46,65,102.31,4359.66,2,21.6,3,6,4,1,1,0,1,0,0
24,44,92.15,2275.31,3,13.0,4,0,0,1,0,1,1,0,1
13,60,74.31,878.48,2,37.7,1,1,1,2,3,0,1,1,1
40,48,69.79,2885.88,3,21.0,5,4,1,0,3,0,1,1,1
63,52,39.01,2243.64,3,41.4,1,4,1,0,1,1,1,0,0
29,50,119.86,3135.4,3,49.0,1,1,0,1,0,1,0,0,1
9,21,86.02,745.15,4,75.6,4,1,1,2,0,1,0,0,1
59,44,91.9,4922.16,1,22.1,4,2,1,2,1,1,0,0,0
62,28,64.13,3703.56,3,40.8,4,0,2,0,1,1,1,1,1
42,18,64.88,2600.1,2,18.8,4,3,2,1,1,1,0,0,0
60,43,75.59,4404.35,2,3.6,5,2,1,1,0,1,1,1,0
69,57,59.46,4259.64,3,69.6,5,5,0,0,0,0,1,1,0
39,23,131.78,4939.4,3,63.1,2,3,1,1,3,1,1,1,1
36,59,102.95,3706.96,2,59.3,2,0,0,2,1,0,1,0,1
61,72,75.39,4686.3,3,33.3,2,6,1,0,0,1,0,0,0
17,54,86.12,1338.27,2,23.7,5,1,1,0,0,0,0,0,1
50,72,27.19,1345.39,3,39.4,4,4,1,0,2,0,1,0,0
37,29,55.67,1927.12,1,42.2,2,6,1,0,2,0,0,1,1
42,24,47.97,1827.8,2,16.7,2,1,1,0,1,1,0,0,0
35,53,97.18,3439.25,1,19.5,5,5,0,2,1,1,0,0,0
66,75,92.54,6295.17,2,8.9,2,1,1,0,0,1,1,0,0
5,35,43.99,198.4,2,47.0,4,2,2,1,3,1,0,1,1
38,78,80.36,3083.8,4,22.7,6,6,1,1,2,1,0,0,1
66,71,67.2,4010.14,3,54.0,5,3,0,1,2,1,1,0,0
4,74,97.43,387.25,2,13.4,1,3,0,0,0,0,0,1,1
11,69,97.08,1008.65,3,53.8,1,4,2,2,0,0,0,1,1
42,42,28.98,1191.62,1,36.0,3,1,1,1,0,0,0,1,1
52,39,26.19,1410.53,2,56.5,4,1,0,0,3,1,1,1,0
61,52,35.06,2200.48,2,38.9,5,5,1,2,0,1,0,1,0
4,34,42.94,163.55,2,28.2,3,1,1,1,0,1,1,0,1
10,19,54.41,517.56,3,19.6,2,4,0,0,0,1,0,1,0
3,38,67.9,203.87,0,60.7,6,5,2,1,1,0,1,1,0
40,22,43.49,1580.92,2,8.3,4,1,1,0,0,1,1,1,1
6,76,114.37,676.71,2,17.7,1,0,2,1,1,0,1,1,1
11,59,69.24,720.47,3,26.5,6,5,1,2,2,0,0,1,0
69,58,18.0,1247.58,5,41.9,2,1,1,2,3,1,1,0,0
50,67,101.35,4587.61,3,59.6,1,4,4,0,0,1,1,1,1
43,57,43.58,1744.93,3,16.9,6,2,1,2,0,0,0,1,0
7,40,66.55,455.89,2,11.5,2,4,1,2,1,0,1,0,0
53,47,61.37,3282.84,1,51.3,3,1,1,0,2,1,0,0,1
70,44,53.24,3841.93,3,19.5,4,6,1,0,2,0,1,0,0
70,77,58.44,4161.93,0,7.1,4,1,3,0,0,1,1,1,0
43,69,64.6,2681.76,0,28.7,6,3,1,0,2,0,1,1,0
31,67,93.98,2711.62,2,16.3,3,4,2,0,2,0,1,0,1
64,80,76.36,4710.33,1,28.3,1,3,1,1,2,1,1,0,0
21,18,87.92,1721.02,1,24.9,4,6,2,0,1,0,0,0,0
27,52,94.31,2359.48,1,66.5,2,4,0,2,2,1,1,0,0
42,77,49.96,1983.6,0,9.2,1,6,0,0,3,0,0,1,1
9,69,18.0,160.68,3,22.1,4,4,0,0,0,0,0,0,1
67,22,70.23,4834.95,0,40.7,1,3,0,0,1,1,1,0,0
36,19,74.29,2505.93,2,68.3,4,0,3,2,3,1,0,0,0
43,63,67.2,2667.98,2,12.5,3,4,0,0,0,1,1,0,1
69,74,54.27,3780.6,3,37.1,3,0,2,1,1,0,0,0,0
22,74,70.52,1556.9,1,14.5,5,6,4,0,0,0,0,0,1
27,68,85.86,2252.9,2,17.1,3,2,2,2,2,1,0,0,1
29,20,104.18,2986.73,0,39.6,4,1,2,1,0,1,1,1,0
35,28,38.37,1306.21,1,18.0,6,4,1,1,3,1,1,1,0
45,69,86.25,3529.4,1,61.0,6,1,2,0,0,1,0,1,1
3,49,59.17,162.59,1,15.4,2,0,0,0,1,1,1,1,1
13,34,55.14,721.36,1,74.5,3,0,0,1,1,1,1,1,1
6,56,42.68,238.02,1,20.4,6,0,0,1,2,0,1,1,1
52,30,51.77,2616.17,3,22.4,2,0,1,1,0,0,1,1,0
47,46,59.54,2548.19,2,51.6,1,3,1,1,2,0,1,0,0
18,39,77.37,1348.01,4,17.3,1,2,2,0,1,1,1,0,1
20,35,77.3,1531.35,0,58.4,3,0,0,0,2,0,0,1,0
67,24,52.32,3595.49,5,23.0,5,6,2,1,2,0,1,0,1
62,58,84.86,5093.89,3,37.4,5,0,1,1,1,1,0,0,0
29,47,51.9,1461.7,1,11.8,4,4,2,0,1,0,1,1,0
18,65,71.53,1340.67,5,29.6,5,1,0,1,0,1,1,0,0
71,48,67.91,4681.97,3,22.0,4,2,2,1,1,1,0,0,0
10,19,56.37,588.84,2,8.6,5,3,0,1,1,1,0,0,0
20,59,82.06,1539.06,1,26.9,2,2,0,0,0,1,1,1,0
58,36,75.19,4263.61,2,55.6,6,4,0,0,0,0,1,0,0
15,53,45.49,699.53,2,9.8,5,6,0,2,1,0,1,0,0
54,48,71.31,3684.35,1,20.0,3,1,0,0,2,1,1,0,0
38,35,87.99,3375.14,1,63.1,5,0,2,0,2,0,1,0,1
41,36,55.36,2288.04,3,83.3,2,3,0,1,1,1,0,0,0
15,29,82.24,1268.62,2,33.3,6,3,2,0,2,0,1,1,1
46,43,18.0,779.4,2,36.5,2,2,1,0,3,1,0,1,0
25,58,51.24,1278.23,1,5.1,3,1,2,2,0,0,1,1,0
70,54,49.77,3524.07,1,38.1,2,1,1,1,1,1,0,1,0
39,43,89.87,3534.84,1,14.9,3,1,2,1,1,1,1,0,0
33,67,68.29,2261.28,2,13.8,2,1,1,1,0,1,1,0,0
26,40,110.24,2811.35,1,19.1,1,5,1,1,2,0,1,0,1
23,54,67.94,1613.67,2,13.2,3,5,0,0,3,0,1,1,0
18,23,18.0,336.98,1,31.9,4,3,0,0,1,1,0,0,0
18,68,47.41,775.29,3,35.0,1,2,0,2,0,1,0,0,0
23,60,60.17,1399.05,4,10.9,5,2,1,2,1,0,0,1,0
3,76,86.23,247.19,2,68.4,3,1,0,0,1,1,0,0,1
9,60,80.05,734.74,3,13.1,5,6,0,0,2,1,0,1,1
19,26,53.02,1003.8,5,70.9,6,3,2,1,0,0,0,0,1
16,67,69.81,1025.8,3,8.5,4,5,0,0,1,0,0,0,1
33,79,29.47,965.49,3,30.2,5,6,1,1,0,0,1,0,0
18,45,18.0,322.62,2,45.5,2,3,0,2,3,1,0,1,0
53,54,89.04,4786.66,2,98.6,6,5,1,1,1,1,0,1,0
4,28,49.56,195.52,4,27.0,2,6,3,2,2,1,1,0,0
24,18,56.0,1258.88,2,40.0,4,3,1,0,1,1,1,0,1
1,44,42.4,44.01,0,57.3,4,2,0,0,2,1,1,0,0
63,66,30.48,1958.61,1,53.5,6,0,1,0,0,0,0,0,1
3,27,98.86,305.77,5,34.4,4,4,0,0,2,0,1,0,1
3,55,71.75,225.29,2,29.3,5,4,0,2,0,0,0,1,0
11,73,54.9,625.95,1,49.9,5,3,2,1,0,1,1,1,0
6,77,49.27,303.87,1,10.4,6,6,1,0,2,1,1,0,0
14,29,72.49,1048.85,5,40.7,2,4,1,2,1,0,1,0,1
40,58,23.69,882.03,2,70.9,6,0,0,1,2,1,1,1,1
67,38,84.78,5156.91,2,26.6,2,3,1,0,3,0,1,0,0
71,63,84.44,5606.55,2,27.5,3,2,1,0,0,0,0,1,0
13,71,44.45,537.85,1,56.0,4,2,2,2,1,0,1,1,0
53,75,98.58,5448.9,2,14.9,6,2,0,2,2,1,0,0,0
19,38,51.05,879.36,0,30.0,2,5,1,0,0,1,1,0,0
72,36,71.65,5216.38,1,46.0,1,3,0,2,1,1,1,1,0
22,31,77.14,1585.29,0,50.4,2,2,1,0,3,1,0,1,0
25,45,73.29,1784.42,4,16.1,2,2,0,2,1,1,1,0,0
41,29,39.68,1648.49,1,66.8,1,5,0,2,0,0,0,1,1
39,68,77.87,2970.58,4,31.4,2,6,1,2,1,0,1,0,1
58,74,59.38,3102.37,4,37.5,2,2,0,0,0,0,1,1,0
64,32,52.6,3274.02,5,91.3,3,3,1,2,2,0,1,1,1
15,59,85.14,1306.22,0,46.0,1,0,1,0,2,0,1,1,0
33,43,72.74,2413.08,3,37.5,2,6,1,2,1,0,1,1,0
2,34,56.71,116.14,1,46.0,4,4,1,2,1,0,0,1,1
25,53,73.93,1905.92,0,32.5,2,6,1,1,2,1,1,1,1
24,64,66.27,1512.74,4,41.4,1,1,2,2,0,1,1,1,0
66,39,89.35,5951.34,1,39.5,1,6,1,0,0,1,1,1,0
25,42,96.21,2270.28,2,18.5,2,3,0,0,1,0,1,0,1
72,48,86.65,5829.55,0,59.1,4,4,3,0,3,0,1,0,0
24,77,58.75,1320.81,0,29.8,3,0,3,1,0,1,0,0,0
44,34,96.74,4004.49,0,87.4,6,5,2,0,2,1,0,0,1
66,37,91.01,5949.42,3,91.1,1,4,1,2,0,1,0,0,0
2,44,85.9,177.56,2,60.8,1,2,0,1,0,1,0,1,1
16,23,82.09,1311.44,5,33.9,4,0,3,0,0,1,1,1,1
68,24,50.6,3414.53,4,41.0,3,3,0,2,1,0,1,1,0
18,73,73.78,1235.3,3,65.2,3,4,1,0,0,1,0,1,1
2,71,40.52,83.77,2,65.5,1,2,0,0,1,0,0,0,0
1,50,92.06,86.62,1,52.2,2,5,1,0,2,1,1,0,1
28,26,93.57,2455.45,2,39.3,6,2,1,0,3,1,0,0,1
68,39,40.78,2521.29,0,38.0,4,3,1,0,1,1,1,1,0
10,47,74.39,730.13,1,46.1,3,5,1,2,0,1,1,1,0
63,41,38.0,2429.15,1,44.0,6,4,3,1,2,1,1,1,0
66,33,79.16,5202.36,2,47.4,2,0,1,2,1,0,0,1,1
18,39,68.16,1253.75,2,32.8,3,1,0,0,2,1,0,1,1
5,58,43.52,201.03,0,37.6,1,2,1,0,3,0,1,0,1
68,66,81.43,5177.46,3,31.6,5,0,0,0,3,0,1,1,0
33,22,90.31,2788.95,3,15.1,6,0,1,2,2,0,1,0,1
18,26,46.25,781.5,2,21.9,5,5,1,2,2,0,0,0,1
16,64,111.97,1850.79,4,17.5,2,4,1,0,0,0,0,0,1
20,63,56.0,1051.61,4,79.4,5,2,1,2,0,0,1,0,1
10,79,73.3,765.13,1,30.7,6,4,0,2,0,1,1,0,0
50,34,71.29,3218.98,0,71.4,2,0,1,0,0,0,1,1,1
19,69,72.9,1366.18,2,25.1,6,0,0,0,2,0,0,0,1
41,51,49.37,1862.06,0,54.1,5,1,1,1,1,1,1,0,0
69,76,83.1,5472.71,1,25.1,1,6,0,2,2,0,1,0,0
48,21,49.16,2449.9,4,28.7,5,3,0,2,1,1,1,1,0
38,65,49.99,1938.22,2,62.6,5,5,2,0,3,0,0,0,0
72,62,32.99,2484.08,5,26.4,1,5,0,2,1,0,0,0,0
27,40,108.06,2980.34,3,90.3,1,3,0,0,3,0,1,1,1
22,39,77.84,1574.68,3,13.9,6,0,1,0,0,1,0,1,1
13,70,59.89,799.44,2,41.5,6,5,0,0,0,1,0,0,0
22,26,49.2,1018.67,4,126.8,6,6,1,2,1,1,0,0,0
59,75,49.01,2773.52,1,68.5,5,5,0,0,3,1,1,1,0
29,38,67.41,1869.55,1,26.5,3,0,0,2,0,0,1,0,0
1,20,24.51,25.56,4,48.0,5,5,0,0,1,0,1,0,0
13,64,41.04,532.33,2,9.5,5,4,4,0,0,0,1,1,1
52,78,88.42,4496.3,1,52.2,5,6,1,1,1,1,0,0,0
69,33,106.2,6848.59,0,15.9,3,4,1,1,0,0,0,1,1
62,24,74.96,4232.92,2,34.7,3,2,0,0,2,1,1,0,0
63,49,57.92,3326.37,4,44.4,2,4,2,0,0,1,1,0,0
46,75,95.42,4275.65,3,37.3,3,4,1,0,0,1,1,0,1
61,53,62.96,3781.31,0,40.2,2,6,1,0,1,1,0,0,1
15,50,91.74,1333.38,0,39.0,4,0,1,0,0,1,0,0,1
4,45,34.41,128.84,5,30.4,2,2,1,0,0,0,1,0,1
19,33,79.16,1546.3,5,9.2,5,6,2,0,2,0,0,0,1
3,35,74.91,217.58,3,39.6,3,6,0,0,0,1,1,0,1
27,62,62.95,1535.29,1,88.1,1,0,1,0,1,1,1,0,0
48,41,65.15,2884.04,1,24.2,3,0,1,1,1,0,0,1,0
65,21,77.77,5155.13,3,8.1,3,6,2,0,2,1,0,0,0
44,70,80.98,3710.5,3,45.8,6,3,0,0,1,1,0,1,1
63,58,105.28,6719.65,1,60.7,6,0,0,0,0,1,0,1,1
40,78,77.64,3011.61,1,78.1,6,3,4,0,2,0,1,0,1
32,38,56.25,1806.03,1,29.5,6,0,0,1,2,0,0,0,0
45,72,21.11,978.64,4,10.2,5,5,3,2,0,0,1,0,0
13,65,48.97,626.56,1,64.1,3,2,1,1,1,0,1,1,1
11,24,41.83,455.63,1,9.4,2,3,1,0,2,0,0,0,1
37,44,59.55,2283.89,3,41.4,3,3,3,2,2,1,1,0,1
38,41,105.74,3804.04,1,41.2,2,6,2,2,0,1,0,1,0
15,37,37.26,575.46,4,21.7,6,3,1,2,2,1,0,1,0
56,69,26.71,1367.98,3,24.3,4,3,2,0,0,1,0,0,0
45,29,71.73,2970.66,2,31.6,5,4,1,2,2,1,1,1,0
34,73,68.83,2117.2,1,35.9,6,0,0,1,2,0,1,1,0
29,52,39.95,1063.56,2,66.6,3,3,1,2,0,1,0,0,0
43,80,54.81,2421.52,0,44.5,1,0,0,0,1,1,1,0,0
67,57,114.81,7377.51,0,23.6,3,2,1,2,0,0,1,0,0
64,46,32.71,1939.52,3,17.2,2,3,1,1,2,0,1,0,0
22,50,29.13,585.87,3,41.2,5,6,0,1,1,0,0,1,1
27,58,93.93,2318.71,5,34.1,6,4,1,0,1,0,0,1,0
69,65,32.7,2268.35,2,92.8,6,3,0,0,0,1,0,0,0
58,80,68.08,3957.48,0,52.9,6,6,0,1,2,1,0,0,0
15,38,81.18,1123.89,2,45.0,1,5,2,2,3,0,1,1,0
15,66,30.4,453.57,3,24.2,1,6,0,0,3,0,1,0,0
20,72,99.2,1855.77,1,43.8,1,3,2,2,1,1,0,1,0
2,30,33.95,68.17,2,19.1,4,2,1,1,0,0,1,1,0
65,20,68.13,4273.89,4,17.7,5,3,0,0,0,0,0,1,1
15,78,88.71,1392.06,0,30.3,3,4,0,2,3,0,0,1,1
4,58,66.43,261.26,3,47.8,1,4,1,0,1,1,1,0,1
19,53,69.46,1348.23,3,13.6,4,4,0,0,0,1,1,1,0
27,75,49.79,1355.37,1,30.3,3,5,1,0,3,1,0,1,1
32,59,44.6,1435.98,0,50.6,1,4,0,0,2,1,0,1,0
40,39,53.39,2135.63,1,22.2,5,0,0,1,2,1,0,0,0
5,20,43.62,203.18,0,40.8,5,1,4,0,2,1,0,1,1
53,49,51.52,2659.63,0,45.8,3,2,1,0,2,1,0,1,0
30,29,118.3,3313.17,2,40.2,4,6,0,2,1,1,0,1,0
38,49,93.66,3323.96,1,6.8,3,2,1,0,2,0,1,0,1
71,40,59.71,4359.82,5,21.9,4,4,0,0,1,1,1,0,0
69,27,55.32,4006.18,1,33.3,2,0,2,0,0,0,1,0,1
16,75,35.74,568.08,2,18.0,1,3,1,0,3,1,0,0,0
19,74,71.75,1375.69,1,89.9,1,5,0,0,0,1,0,0,0
16,60,93.87,1419.87,5,43.4,1,3,2,0,3,1,1,0,0
19,20,66.44,1172.87,4,50.1,4,2,2,0,0,0,0,1,1
23,36,55.43,1289.43,3,24.2,6,0,1,0,0,0,0,1,1
24,40,82.7,1866.57,4,52.9,6,4,0,0,1,1,0,1,1
10,61,89.25,881.76,1,30.6,1,3,1,1,0,1,1,0,0
64,80,58.49,3518.13,1,71.1,2,0,0,1,0,0,1,0,0
22,69,91.03,1885.06,3,56.8,4,4,2,0,1,0,0,1,1
55,20,92.57,4925.15,2,29.5,1,3,2,0,1,1,0,1,0
30,56,84.88,2671.21,1,15.2,2,2,2,0,1,0,0,0,0
44,30,69.18,2978.48,1,35.5,4,1,0,0,0,0,1,1,0
30,58,61.54,1765.83,3,9.3,2,0,1,2,3,1,1,0,0
21,74,56.39,1230.68,3,14.6,1,2,3,1,0,1,1,0,0
20,27,84.52,1582.07,5,33.1,2,5,1,1,1,0,1,0,1
44,59,18.0,720.59,7,61.3,2,6,0,0,1,0,0,0,0
39,26,61.01,2488.81,1,22.8,2,5,1,1,0,0,1,1,0
56,40,73.95,4024.61,2,45.9,5,5,2,0,0,0,1,1,0
39,40,55.74,2230.23,3,45.7,1,3,0,1,0,1,0,0,0
66,76,46.87,2879.7,1,56.0,5,0,1,2,2,1,1,1,0
36,63,65.91,2249.58,2,26.3,2,6,2,1,1,0,0,0,0
15,56,86.92,1241.46,4,51.9,2,3,3,1,0,1,1,0,1
8,46,67.52,518.45,3,11.7,2,5,1,2,0,0,0,1,1
63,44,98.43,6122.4,1,31.0,6,5,2,1,1,0,1,0,0
37,29,117.82,4071.22,3,83.1,6,5,0,0,0,0,0,0,1
36,50,40.53,1336.23,1,28.3,2,5,1,1,3,1,0,0,0
15,41,131.72,1852.18,4,14.2,5,0,1,0,2,0,0,1,1
22,34,40.18,820.58,2,10.4,2,5,4,0,0,1,1,0,0
58,63,41.43,2517.26,3,43.6,3,3,2,0,1,0,1,0,1
53,60,60.02,3163.27,2,24.2,1,4,0,0,3,0,0,1,1
21,80,117.24,2503.84,2,137.4,1,3,2,0,3,0,1,1,1
20,23,91.98,1885.49,4,17.2,1,2,1,0,1,0,0,0,1
39,78,96.97,3609.13,3,15.9,3,6,1,2,2,0,1,1,1
66,36,50.06,3182.12,2,54.3,6,4,0,0,2,1,1,1,0
64,79,98.13,5824.92,3,12.8,4,1,2,0,1,0,1,1,1
48,57,66.32,3316.25,1,30.1,1,6,3,0,2,0,1,1,0
36,19,75.67,2578.68,3,7.2,4,5,0,2,2,1,0,1,0
51,39,103.35,5383.44,6,31.5,1,5,2,1,1,0,0,0,1
1,71,118.67,108.1,1,48.0,2,4,0,1,0,0,0,0,1
11,43,97.57,968.34,1,19.8,1,0,0,0,1,0,1,1,1
17,18,101.04,1660.09,2,33.4,2,1,0,1,2,0,0,0,1
51,36,92.94,4405.84,2,43.8,4,5,1,1,2,0,1,1,0
10,34,90.37,844.33,4,23.4,6,4,1,2,1,1,1,1,0
66,32,74.9,5188.28,2,16.8,2,4,1,0,1,1,0,1,0
28,54,75.39,1976.33,4,31.0,5,2,0,2,3,1,1,1,0
39,26,57.06,2236.81,1,12.0,5,4,1,2,0,0,1,1,0
13,73,100.78,1362.96,3,33.7,6,3,0,0,3,1,1,0,1
21,32,58.8,1221.27,0,38.6,3,0,1,1,1,1,0,1,1
16,26,66.48,981.17,3,34.6,5,0,3,0,0,0,0,0,1
10,36,44.64,442.55,1,7.2,1,3,1,2,1,1,0,1,0
4,56,126.13,454.81,3,60.2,6,0,0,1,3,1,0,1,1
59,41,69.79,4064.11,3,33.7,5,0,0,0,2,1,0,1,0
22,78,79.65,1737.22,4,7.8,1,5,0,2,1,1,1,0,1
30,26,24.46,706.5,3,20.2,6,0,0,0,0,1,1,1,1
57,75,39.88,2279.44,0,102.9,3,6,0,1,0,0,1,0,0
39,25,79.24,2937.38,1,53.9,3,5,2,0,1,1,1,1,0
48,51,42.14,2073.69,1,28.4,6,1,3,2,1,1,1,1,0
26,79,123.9,2933.15,1,20.6,5,6,1,0,2,1,1,1,0
57,78,82.18,4637.41,2,28.4,2,3,1,0,0,0,0,1,1
35,73,56.82,2029.42,7,19.2,6,0,1,2,0,0,1,0,0
61,63,122.27,7061.23,2,55.9,5,0,0,0,0,0,0,0,0
39,42,77.28,3029.75,3,37.5,2,4,0,0,0,1,1,1,0
23,32,69.93,1585.83,2,25.6,3,3,0,0,1,1,0,1,1
45,57,35.88,1475.27,4,54.3,6,3,3,0,3,1,1,1,0
7,20,54.11,396.4,2,32.3,6,5,2,0,0,0,1,1,1
4,34,23.34,85.47,6,22.8,6,3,1,0,1,1,1,0,1
57,76,103.57,5859.23,3,33.2,2,3,1,2,3,1,1,0,0
46,44,75.35,3605.28,1,46.1,5,0,2,0,1,1,1,1,1
68,62,60.6,3753.97,2,20.4,2,5,1,0,1,0,0,1,0
31,76,57.54,1671.28,3,32.4,2,6,1,0,3,0,0,0,1
4,63,47.5,197.98,3,24.0,4,4,1,0,2,1,1,1,0
19,44,59.18,1149.78,1,24.5,5,4,1,0,1,1,1,1,1
46,40,102.79,4719.65,1,55.2,3,2,0,0,0,0,1,0,0
32,74,119.49,3604.07,3,41.5,1,2,0,1,2,0,0,0,1
22,29,83.62,1836.81,3,9.6,2,6,1,2,2,0,0,1,0
60,75,57.14,3547.94,4,32.1,2,5,2,0,1,1,0,1,1
39,22,64.16,2377.27,3,43.6,3,0,1,2,0,1,0,1,1
72,73,95.05,6419.33,3,22.6,3,2,0,1,0,0,1,1,0
66,62,71.37,4283.53,3,34.0,5,5,2,1,2,0,0,1,0
7,59,61.33,395.15,3,13.7,4,6,0,0,2,0,1,1,0
64,25,69.47,4353.13,3,38.8,1,4,1,0,3,1,1,1,0
69,39,74.11,5018.27,2,76.1,6,3,3,1,1,1,0,0,0
68,45,123.98,7817.78,1,39.1,5,6,0,1,2,0,1,1,0
22,60,71.9,1562.59,2,38.8,2,6,2,1,1,0,1,0,1
3,32,56.03,155.01,2,17.7,1,0,0,0,0,0,0,1,1
20,46,48.71,945.93,0,14.5,4,2,0,2,3,1,0,0,0
1,75,54.99,51.77,1,27.8,2,6,0,0,0,1,1,1,1
16,72,69.24,1076.23,2,56.6,2,3,2,0,2,1,1,0,1
51,23,50.04,2440.3,3,32.2,2,2,0,2,2,1,1,1,0
34,18,102.35,3299.89,2,31.4,4,4,1,0,0,1,1,1,1
61,48,73.57,4581.22,2,43.6,1,0,1,1,1,1,1,0,0
66,42,105.91,6319.55,2,40.6,6,5,2,2,0,1,1,1,0
10,34,68.5,677.79,2,15.9,5,4,2,1,2,0,0,1,1
49,24,59.22,2878.97,3,41.0,4,4,1,2,2,0,0,0,1
69,18,49.36,3559.4,3,17.7,6,0,2,0,1,0,1,0,0
70,54,58.43,4207.45,1,25.8,1,2,0,2,3,1,0,1,0
26,60,62.83,1601.67,0,30.9,5,3,1,2,1,0,1,1,0
55,34,18.0,957.26,2,66.6,1,4,1,0,2,0,1,0,0
44,58,79.59,3219.4,3,40.5,6,3,0,2,0,0,1,1,1
57,47,29.51,1619.82,2,36.8,2,0,1,2,1,0,1,0,0
37,45,84.68,3219.36,2,27.4,1,4,2,1,2,1,0,1,1
64,47,65.83,4341.01,3,32.6,5,4,2,0,0,1,1,1,0
26,67,80.66,2085.49,3,46.7,2,4,0,1,2,0,0,0,1
65,61,76.68,4792.1,1,7.4,4,3,1,0,0,0,1,1,1
24,69,48.85,1090.44,1,103.2,6,3,2,2,3,0,1,0,1
48,19,98.35,4632.95,3,33.0,5,5,0,2,0,0,1,1,1
47,38,103.46,4600.16,1,22.7,1,3,0,2,1,0,0,0,0
59,27,84.72,4765.35,3,42.1,3,3,1,0,1,0,0,0,1
